Indexes,Material=Steel,Material=Aluminum,Material=Titanium,SSB_Include,CSB_Include,CS Length,BB Drop,Stack,SS E,ST Angle,BB OD,TT OD,HT OD,DT OD,CS OD,SS OD,ST OD,CS F,HT LX,ST UX,HT UX,HT Angle,HT Length,ST Length,BB Length,Dropout Offset,SSB OD,CSB OD,SSB Offset,CSB Offset,SS Z,SS Thickness,CS Thickness,TT Thickness,BB Thickness,HT Thickness,ST Thickness,DT Thickness,DT Length,valid
1949,1,0,0,0,0,0.455,0.075,0.5656,0.05,71.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0533,0.055200000000000006,0.0263,73,0.1625,0.5452,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.001337175,0.007815509,0.000669431,0.001689784,0.000959361,0.001123547,0.000777148,0.6953548382852823,0
1950,1,0,0,0,0,0.405,0.07,0.5656,0.075,74,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0436,0.0487,0.0345,73,0.1459,0.5147,0.068,0.12,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.005826759,0.000677559,0.001897475,0.00906313,0.000995457,0.000715764,0.008610806,0.6481359162908071,0
1951,1,0,0,0,0,0.405,0.07,0.5656,0.045,74,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0499,0.049,0.034,73,0.145,0.515,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.001464649,0.001216339,0.004953501,0.002621624,0.005004482,0.001783106,0.006351963,0.6536386402787728,0
1952,1,0,0,0,0,0.39,0.005,0.5656,0.045,71,0.04,0.0286,0.045,0.0365,0.02,0.013999999999999999,0.0318,0.015,0.0479,0.054000000000000006,0.0266,72,0.11,0.285,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.001073737,0.001041255,0.001461973,0.001030648,0.00073084,0.005971285,0.00376117,0.617315718,0
1953,1,0,0,0,0,0.39,0.005,0.5656,0.045,71,0.04,0.0286,0.045,0.0365,0.02,0.013999999999999999,0.0318,0.015,0.0479,0.054000000000000006,0.0266,72,0.11,0.285,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.002989412,0.001205269,0.00234837,0.000696399,0.001687314,0.001113729,0.00052974,0.617315718,0
1954,0,1,0,0,0,0.45,0.065,0.5656,0.045,75,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.04,0.0499,0.027000000000000003,70,0.111,0.43,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.003069168,0.000816775,0.00056166,0.001670125,0.001586772,0.001993501,0.001065912,0.6438946375910523,0
1955,0,0,1,0,0,0.379,0.047700000000000006,0.5656,0.045,77,0.04,0.0277,0.037000000000000005,0.033,0.021,0.01225,0.0278,0.015,0.041100000000000005,0.0267,0.0308,77,0.15819999999999998,0.5967,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.009514826,0.000567026,0.006099289,0.004912013,0.004578957,0.001437586,0.001220348,0.6454330711863673,0
1956,0,0,1,0,0,0.365,0.045,0.5656,0.0375,77,0.04,0.029200000000000007,0.037000000000000005,0.035,0.021,0.01225,0,0.015,0.0421,0.033100000000000004,0.0363,77,0.1144,0.6401,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.007003451,0.005936449,0.002556301,0.005542033,0.000525111,0.008166111,0.003297227,0.6445406022409381,1
1957,0,0,1,0,0,0.365,0.045,0.5656,0.0375,77,0.04,0.0377,0.037000000000000005,0.0555,0.0365,0.0065,0,0.015,0.0558,0.0424,0.0456,77,0.1237,0.6494,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.002082929,0.002937397,0.007872879,0.001237425,0.004622701,0.007169294,0.001485687,0.6517609575163676,1
1958,0,1,0,0,0,0.45,0.083837806,0.5656,0.045,77.43218879405744,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.04,0.0499,0.027000000000000003,72.43218879405744,0.111,0.43,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.007645893,0.000631387,0.007200824,0.003450183,0.000768106,0.001773352,0.001586772,0.6796064984798385,0
1959,0,1,0,0,0,0.45,0.10672524235001299,0.5656,0.045,80.41429708686037,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.04,0.0499,0.027000000000000003,75.41429708686037,0.111,0.43,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.001803435,0.00055472,0.007132684,0.000643979,0.002381231,0.00050811,0.008136303,0.6953870739838969,0
1960,0,1,0,0,0,0.45,0.083837806,0.5656,0.045,77.43218879405744,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.04,0.0499,0.027000000000000003,72.43218879405744,0.111,0.43,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.002976323,0.005366526,0.003744701,0.002856883,0.000509226,0.001468403,0.001027637,0.6796064984798385,0
1961,0,0,1,0,0,0.373,0.045,0.5656,0.045,77,0.04,0.037000000000000005,0.045,0.0465,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0484,0.033,0.033,77,0.1984,0.603,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.00058386,0.001471629,0.002115168,0.002626422,0.000601193,0.006776705,0.003319002,0.6493641531699452,0
1962,0,1,0,0,0,0.373,0.05,0.5656,0.045,77,0.04,0.029700000000000008,0.04,0.0375,0.023350000000000003,0.013999999999999999,0,0.015,0.0422,0.0391,0.0383,77,0.1038,0.6691,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.002696493,0.003921282,0.00185426,0.002696493,0.000876825,0.008292503,0.005702389,0.6521063248808004,1
1963,1,0,0,0,0,0.38,0.0474,0.5656,0.045,77,0.04,0.02695,0.035,0.0325,0.0205,0.012,0.0275,0.015,0.0391,0.0285,0.0287,77,0.1919,0.6085,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.000714979,0.002247545,0.005343028,0.008544932,0.000506997,0.005550146,0.001947386,0.6511005071546301,0
1964,0,1,0,0,0,0.37,0.0474,0.5656,0.045,77.5,0.04,0.02695,0.035,0.0325,0.0205,0.012,0.0275,0.015,0.035,0.0259,0.035,77.5,0.0887,0.6259,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.005710737,0.002495342,0.004337721,0.002039215,0.000717598,0.002788756,0.000623585,0.6352016023106392,0
1965,0,1,0,0,0,0.397,0.07,0.5656,0.19,74,0.04,0.0352,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0444,0.053,0.0291,74.5,0.0719,0.523,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.002820551,0.004107692,0.005439631,0.000533824,0.000845031,0.000636719,0.001559732,0.6211440078064158,0
1966,0,1,0,0,0,0.369,0.047,0.5656,0.121,77,0.04,0.038200000000000005,0.045,0.057999999999999996,0.023350000000000003,0.01375,0.0318,0.015,0.0569,0.1094,0.0469,77,0.1456,0.7293999999999999,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.000642567,0.003400082,0.000543079,0.001727269,0.001089558,0.001631491,0.005350849,0.65860729,0
1967,1,0,0,0,0,0.45,0.07,0.5656,0.045,72.5,0.04,0.0286,0.04,0.0365,0.023350000000000003,0.013000000000000001,0.03,0.015,0.0449,0.025,0.038700000000000005,71,0.155,0.57,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.002275664,0.001026886,0.003550012,0.000979927,0.003232754,0.000722866,0.004756457,0.6375874591066244,0
1968,0,1,0,0,0,0.364,0.048,0.5656,0.045,77,0.04,0.0277,0.036000000000000004,0.034,0.023350000000000003,0.013000000000000001,0.028999999999999998,0.015,0.038,0.02,0.035,77,0.0949,0.66,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.000599875,0.001976081,0.004589015,0.009493972,0.000781708,0.002985043,0.006811488,0.6657000612242592,0
1969,0,1,0,0,0,0.364,0.048,0.5656,0.045,77,0.04,0.0277,0.036000000000000004,0.034,0.0225,0.013000000000000001,0.028999999999999998,0.015,0.038,0.02,0.032,77,0.1017,0.64,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.008148214,0.006756908,0.0029096,0.0029096,0.003676853,0.005473553,0.005043062,0.6504451108038103,0
1970,0,1,0,0,0,0.405,0.07,0.5656,0.045,74,0.04,0.0377,0.06,0.0365,0.023350000000000003,0.013999999999999999,0.0318,0.015,0.1143,0.1705,0.0493,74.5,0.2909,0.7705,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.004231186,0.0029096,0.008148214,0.002649575,0.001909308,0.001114544,0.003808226,0.5885916266977747,0
1971,0,1,0,0,0,0.40367,0.067,0.5656,0.045,73.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0468,0.0419,0.0427,73.5,0.12830000000000005,0.56,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.001812692,0.003610235,0.002107447,0.003331161,0.000675333,0.003537054,0.001053512,0.6331620218354919,0
1972,0,1,0,0,0,0.381,0.0425,0.5656,0.045,77,0.04,0.0277,0.036000000000000004,0.032,0.022000000000000002,0.0125,0.0275,0.015,0.0383,0.1122,0.027600000000000003,77,0.0873,0.5877,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.001471629,0.001713429,0.001220348,0.001117809,0.007617984,0.001213229,0.001199114,0.6486397619744371,0
1973,0,1,0,0,0,0.40700000000000003,0.07,0.5656,0.06,74,0.04,0.034,0.055,0.0365,0.0315,0.016,0.0349,0.017,0.0593,0.038700000000000005,0.04,72,0.13,0.5,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.002886286,0.003336038,0.003884176,0.001561445,0.00344514,0.009704586,0.001941698,0.6442743622901053,0
1974,0,1,0,0,0,0.4,0.06,0.5656,0.045,74,0.04,0.08,0.08,0.0365,0.047,0.024,0.08,0.015,0.047200000000000006,0.0447,0.0296,73,0.13,0.4947,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.000855916,0.008620258,0.001051972,0.0008917,0.000898246,0.009059816,0.004359986,0.6251691471342086,0
1975,0,1,0,0,1,0.40399999999999997,0.053,0.5656,0.075,77,0.04,0.02795,0.037000000000000005,0.034,0.0235,0.0123,0.028999999999999998,0.015,0.0383,0.0255,0.027100000000000003,77,0.0845,0.5955,0.068,0.13,0.015842532,0.018000000000000002,0.33,0.35,0.009,0.001281638,0.000906164,0.003410044,0.000701511,0.007690761,0.000762509,0.002386462,0.6388624057286768,2
1976,1,0,0,0,0,0.436,0.07,0.5656,0.045,73,0.04,0.031700000000000006,0.038,0.03175,0.023350000000000003,0.013000000000000001,0.0317,0.015,0.044000000000000004,0.0485,0.0297,73,0.1315,0.45,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.001405873,0.003120092,0.000714195,0.000536957,0.000584501,0.000975993,0.001212785,0.6470158358907977,0
1977,1,0,0,0,0,0.35,0,0.5656,0.045,74.5,0.04,0.0325,0.045,0.0325,0.02,0.0165,0.027999999999999997,0.015,0.0493,0.0339,0.0277,74,0.1,0.2639,0.068,0.11,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.006911856,0.000751437,0.00194454,0.003783241,0.000980644,0.004112201,0.00418502,0.5982967954647959,0
1978,1,0,0,0,0,0.39,0.005,0.5656,0.045,71,0.04,0.0286,0.045,0.0365,0.02,0.013999999999999999,0.0318,0.015,0.0479,0.054000000000000006,0.0266,72,0.11,0.285,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.000830327,0.001601345,0.001931076,0.006646626,0.006588547,0.00053735,0.002783662,0.617315718,0
1979,1,0,0,0,0,0.37,0,0.5656,0.045,74.5,0.04,0.0325,0.045,0.0325,0.02,0.0165,0.027999999999999997,0.015,0.0483,0.0338,0.0281,73,0.1,0.26380000000000003,0.068,0.11,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.000821568,0.003958744,0.002400466,0.000653946,0.000546265,0.00053676,0.006841445,0.5917076897545824,0
1980,1,0,0,0,0,0.4,0,0.5656,0.06,71,0.04,0.030200000000000005,0.045,0.045,0.0275,0.019,0.0318,0.015,0.0455,0.0555,0.028999999999999998,70.5,0.115,0.301,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.004840685,0.000817373,0.000985677,0.001898169,0.002892626,0.00251366,0.000617232,0.6016167963537347,0
1981,0,1,0,0,0,0.4057,0.074970145,0.5656,0.25,75.70479020601348,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013999999999999999,0.0318,0.015,0.0499,0.16169999999999998,0.0388,75.70479020601348,0.1631,0.7617,0.068,0.12,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.004530654,0.007592953,0.000681535,0.005321578,0.001295302,0.004573937,0.00324104,0.6780512784172765,0
1982,1,0,0,0,0,0.381,0.01,0.5656,0.06,70,0.04,0.030200000000000005,0.045,0.045,0.0275,0.019,0.0318,0.015,0.0426,0.044000000000000004,0.031,69,0.115,0.307,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.003042349,0.001428154,0.00677175,0.002659282,0.00097921,0.00092898,0.001799482,0.6237464355233392,0
1983,1,0,0,0,0,0.381,0.012,0.5656,0.045,70.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0458,0.0516,0.0301,69.5,0.2836,0.5176000000000001,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.000500366,0.002663174,0.005501648,0.000632311,0.004495994,0.001292936,0.004823015,0.6208758202528101,0
1984,1,0,0,0,0,0.381,0.012,0.5656,0.045,70.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0364,0.0268,0.0191,69.5,0.1177,0.3388,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.001010495,0.001126015,0.001957382,0.002136937,0.007809795,0.000865358,0.004666863,0.6148811904912478,0
1985,0,1,0,0,0,0.43,0.065,0.5656,0.025,74,0.0381,0.0254,0.038,0.034,0.01735,0.0105,0.03,0.015,0.035,0.03,0.03,71.5,0.125,0.52,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.3,0.0106,0.000648706,0.002115168,0.001035938,0.002203598,0.001379896,0.002078364,0.003280389,0.6476391023446872,0
1986,1,0,0,0,0,0.38499140000000004,0.015,0.5656,0.06,70.5,0.04,0.030200000000000005,0.045,0.045,0.0275,0.019,0.0318,0.015,0.0452,0.0445,0.0304,69.5,0.0983,0.307,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.31099019,0.009,0.0024826,0.002297405,0.009605724,0.000765862,0.000974923,0.002911729,0.006121635,0.6059568629087555,0
1987,1,0,0,0,0,0.38499140000000004,0.015,0.5656,0.06,70.5,0.04,0.030200000000000005,0.045,0.045,0.0275,0.019,0.0318,0.015,0.0452,0.0445,0.0304,69.5,0.0983,0.307,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.31099019,0.009,0.003425041,0.002008134,0.001276026,0.004780871,0.000533629,0.005706562,0.000509226,0.6059568629087555,0
1988,0,1,0,0,0,0.409,0.082,0.5656,0.015,74.2,0.0381,0.0362,0.052000000000000005,0.034,0.01735,0.0105,0.0371,0.015,0.0459,0.0244,0.036000000000000004,72.1,0.1441,0.484,0.068,0.126,0.015842532,0.017745538284398395,0.33,0.35,0.025,0.00289898,0.000980644,0.003668795,0.00089956,0.001264876,0.001807396,0.004172795,0.6402387584222824,1
1989,1,0,0,0,0,0.39,0.011000000000000001,0.5656,0.015,73,0.04,0.030200000000000005,0.045,0.045,0.0275,0.019,0.0349,0.015,0.0444,0.0459,0.0306,68,0.0893,0.307,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.31099019,0.009,0.006141815,0.001441271,0.00522134,0.005708649,0.000598342,0.008211029,0.002883121,0.6202666227028324,0
1990,1,0,0,0,0,0.40299999999999997,0.011000000000000001,0.5656,0.015,73,0.04,0.04,0.045,0.04,0.0275,0.019,0.0349,0.015,0.05,0.0449,0.0361,69.5,0.1351,0.3499,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.31099019,0.009,0.003709266,0.002295725,0.00502833,0.004097191,0.001130967,0.001286333,0.007529357,0.6225017354218785,0
1991,1,0,0,0,0,0.39201236,0.022000000000000002,0.5656,0.06,69.5,0.04,0.0327,0.04961,0.045,0.03,0.0215,0.0346,0.015,0.046,0.046,0.0342,68.5,0.11,0.32,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.30300376,0.009,0.002006666,0.001606624,0.002203598,0.001035938,0.009797296,0.001597251,0.004473035,0.6420538009268871,0
1992,0,1,0,0,0,0.3902,0.057999999999999996,0.5656,0.045,74.49999999999997,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.045,0.032,0.0335,73.49999999999997,0.13,0.555,0.068,0.12,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.00057098,0.004924603,0.005938621,0.009665626,0.001013085,0.001652507,0.001914202,0.6385268310877316,0
1993,1,0,0,1,0,0.435,0.045,0.5656,0.1,71,0.04,0.0286,0.037000000000000005,0.0357,0.023350000000000003,0.0145,0.0318,0.015,0.061,0.0891,0.0334,68,0.1768,0.59,0.73,0.135,0.016,0.017745538284398395,0.33,0.35,0.009,0.002850622,0.007707654,0.007269616,0.001774649,0.002462707,0.002491695,0.00117825,0.6850997904749493,2
1994,1,0,0,0,0,0.43,0.023987539264498987,0.5656,0.045,70.53202196,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0456,0.0488,0.0335,71.53202196,0.1209,0.4088,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.002437619,0.009013551,0.001080828,0.006866509,0.000719701,0.000589869,0.000556346,0.6038302336400767,0
1995,1,0,0,0,0,0.38499140000000004,0.015,0.5656,0.06,70.5,0.04,0.030200000000000005,0.045,0.045,0.0275,0.019,0.0318,0.015,0.0452,0.0445,0.0304,69.5,0.0983,0.307,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.31099019,0.009,0.002382973,0.000630464,0.002014018,0.009315142,0.001910705,0.002861065,0.000682283,0.6059568629087555,0
1996,1,0,0,0,0,0.38499140000000004,0.015,0.5656,0.06,70.5,0.04,0.030200000000000005,0.045,0.045,0.0275,0.019,0.0318,0.015,0.0452,0.0445,0.0304,69.5,0.0983,0.307,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.31099019,0.009,0.003841797,0.005923438,0.00078228,0.000541096,0.000864093,0.005820371,0.007617984,0.6059568629087555,0
1997,0,1,0,0,0,0.405,0.07,0.5656,0.045,74,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0499,0.049,0.034,73,0.145,0.515,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.00137285,0.000937169,0.004046564,0.003690324,0.000850923,0.007634717,0.000739442,0.6536386402787728,0
1998,1,0,0,0,0,0.41,0.06,0.5656,0.045,73.5,0.04,0.0285,0.037000000000000005,0.0365,0.023350000000000003,0.013000000000000001,0.0316,0.015,0.0423,0.0354,0.032,73.5,0.1701,0.6103999999999999,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.007,0.009383521,0.008734492,0.005599072,0.001039733,0.001487862,0.001184298,0.003258867,0.6343122406842787,0
1999,1,0,0,0,0,0.405,0.06,0.5656,0.045,74,0.04,0.0285,0.037000000000000005,0.0365,0.023350000000000003,0.013000000000000001,0.0316,0.015,0.0424,0.0355,0.0318,74,0.1667,0.6105,0.068,0.12,0.015842532,0.017745538284398395,0.33,0.35,0.007,0.000598342,0.001391551,0.004279425,0.001291518,0.004747768,0.004849544,0.002418971,0.6395726869758439,0
2000,1,0,0,0,0,0.402,0.06,0.5656,0.045,75,0.04,0.0285,0.037000000000000005,0.0365,0.023350000000000003,0.013000000000000001,0.0316,0.015,0.0444,0.035,0.0332,74,0.15,0.62,0.068,0.12,0.015842532,0.017745538284398395,0.33,0.35,0.007,0.00124742,0.002219773,0.003199822,0.004626084,0.003780475,0.000928301,0.00313496,0.6406685519637318,0
2001,0,1,0,0,0,0.405,0.07,0.5656,0.045,74,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0499,0.049,0.034,73,0.145,0.515,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.009254027,0.006967688,0.000548267,0.002081406,0.000583006,0.002459107,0.003534468,0.6536386402787728,0
2002,0,0,1,0,0,0.42,0.072,0.5656,0.045,74.5,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.015,0.0272,0.015,0.0484,0.038700000000000005,0.0313,72.5,0.1239,0.5187,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.003029028,0.002019918,0.002560043,0.000850923,0.000710808,0.004930008,0.00216051,0.6153210471874652,0
2003,1,0,0,0,0,0.405,0.048,0.5656,0.045,74,0.04,0.027000000000000003,0.034,0.0365,0.023350000000000003,0.013000000000000001,0.0286,0.015,0.0292,0.047200000000000006,0.0222,74.5,0.1191,0.5132000000000001,0.068,0.135,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.000732445,0.000743238,0.002459107,0.003597057,0.00240926,0.00204519,0.006363587,0.6212632686687534,0
2004,1,0,0,0,0,0.39762,0.06,0.5656,0.16,74,0.04,0.0286,0.038,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0456,0.0468,0.037000000000000005,74,0.1973,0.6467999999999999,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.00087171,0.001458769,0.005803368,0.005669122,0.002171599,0.003634077,0.009826,0.6758305859288231,0
2005,1,0,0,0,0,0.405,0.07,0.5656,0.045,74,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0499,0.049,0.034,73,0.145,0.515,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.003169542,0.000679296,0.00167257,0.003626112,0.000581728,0.005039375,0.000574961,0.6536386402787728,0
2006,1,0,0,0,0,0.37799999999999995,0.045,0.5656,0.045,77.5,0.04,0.027000000000000003,0.032,0.0305,0.02,0.013000000000000001,0.0275,0.015,0.0357,0.0216,0.0277,76,0.2137,0.6116,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.004739095,0.000957959,0.002351807,0.0021385,0.000641628,0.004100188,0.002324447,0.6570661364284177,0
2007,1,0,0,0,0,0.3903,0.051822593,0.5656,0.037000000000000005,73.60324196,0.045,0.036000000000000004,0.035,0.0345,0.018000000000000002,0.015,0.028999999999999998,0.015,0.0384,0.0218,0.0339,72.21582146090715,0.1201,0.6018,0.17,0.12,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.000792647,0.006198223,0.001571757,0.0022328,0.002213289,0.008112535,0.001710925,0.6507514771303943,2
2008,1,0,0,1,0,0.435,0.045,0.5656,0.078,71,0.04,0.0286,0.0465,0.0357,0.023350000000000003,0.0145,0.0318,0.015,0.048,0.081,0.0313,68,0.14,0.59,0.73,0.135,0.016,0.017745538284398395,0.33,0.35,0.009,0.002285673,0.001889858,0.002219773,0.006988102,0.004599095,0.006457356,0.002846455,0.6800670891088937,2
2009,1,0,0,0,0,0.41,0.069,0.5656,0.045,74,0.04,0.0286,0.045,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0506,0.0468,0.0385,73,0.0786,0.53,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.002267358,0.000903517,0.001099163,0.003455233,0.001086376,0.001380906,0.000966403,0.6526071228940533,0
2010,1,0,0,0,0,0.38,-0.01,0.5656,0.045,77,0.04,0.028200000000000006,0.038,0.0345,0.02275,0.013999999999999999,0.028999999999999998,0.015,0.0402,0.0301,0.027600000000000003,77,0.2072,0.5301,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.004749505,0.000576224,0.000668942,0.002991599,0.001576361,0.002374275,0.002829849,0.6559716703151597,0
2011,0,1,0,0,0,0.375,0,0.5656,0.038,74,0.04,0.028200000000000006,0.04,0.032,0.022000000000000002,0.0175,0.028999999999999998,0.015,0.0419,0.0332,0.0277,73,0.10800000000000001,0.2682,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.006130596,0.009274354,0.007758556,0.008507517,0.002674887,0.003822178,0.008824387,0.5933781130765812,0
2012,1,0,0,0,0,0.4,0.06,0.5656,0.045,73.5,0.034798,0.0263,0.028575,0.0365,0.013999999999999999,0.012,0.0272,0.015,0.0377,0.045,0.033600000000000005,73,0.13019999999999998,0.595,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.001080828,0.000893659,0.004694249,0.003304469,0.009725902,0.003053495,0.001346005,0.6524789316752121,0
2013,0,1,0,0,0,0.405,0.055,0.5656,0.045,72,0.04,0.0286,0.0318,0.0365,0.023350000000000003,0.013000000000000001,0.0318,0.015,0.0408,0.0464,0.0372,71,0.1,0.5314,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.002402222,0.002437619,0.00291386,0.000941979,0.001119446,0.001229306,0.000769793,0.6156076188580173,0
2014,0,1,0,0,0,0.4,0,0.5656,0.15,74,0.04,0.028700000000000007,0.04,0.033,0.027999999999999997,0.0205,0.03,0.015,0.0469,0.0343,0.0277,73,0.11,0.3343,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.002419856,0.004097191,0.008172086,0.001249246,0.008124411,0.000910815,0.005394071,0.6013279639669661,0
2015,0,1,0,0,0,0.375,0,0.5656,0.039,74,0.04,0.028200000000000006,0.043,0.032,0.023,0.018000000000000002,0.028999999999999998,0.015,0.0427,0.0332,0.0275,73,0.10800000000000001,0.2682,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.001707175,0.001579824,0.003123517,0.001113729,0.002998171,0.004234281,0.008902175,0.5937815633707644,0
2016,0,0,1,0,0,0.368,0.035,0.5656,0.045,77.5,0.04,0.0277,0.036000000000000004,0.031,0.023350000000000003,0.0135,0,0.015,0.032100000000000004,0.037000000000000005,0.0301,76.5,0.0789,0.667,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.003189308,0.00074842,0.001063187,0.006268888,0.001675631,0.000655622,0.003817987,0.6249760001123922,1
2017,0,1,0,0,0,0.405,0,0.5656,0.04,74,0.04,0.028200000000000006,0.045,0.033,0.03,0.0195,0.03,0.015,0.0469,0.0346,0.0263,73,0.10099999999999999,0.2846,0.068,0.13,0.015842532,0.017745538284398395,0.33,0.35,0.009,0.005888881,0.006243722,0.000994366,0.000900219,0.001578669,0.000791488,0.000869164,0.6013279639669661,0
2018,1,0,0,0,0,0.3903,0.024861303672230013,0.5656,0.037000000000000005,69.62528311543458,0.045,0.036000000000000004,0.035,0.0345,0.018000000000000002,0.015,0.028999999999999998,0.015,0.0384,0.0218,0.0339,68.23786261635243,0.1201,0.6018,0.17,0.12,0.015842532,0.017745538284398395,0.33,0.3,0.009,0.003084921,0.006836443,0.001639865,0.005940793,0.001297672,0.003157973,0.000991461,0.6528502900205543,2
